website;performance;accessibility;seo;best-practices
kalkinemedia.com;0.76;0.8;0.83;0.6
kare.de;0.95;1;1;1
wypowiadamoc.pl;0.92;0.98;0.92;0.67
whichav.video;0.99;0.73;1;1
ensorings.com;0.39;0.97;0.91;0.73
tbfocus.com;1;0.98;0.91;0.93
quantifycrypto.com;0.76;0.82;1;0.87
munchery.com;0.74;0.73;0.91;0.93
koke.kz;0.83;0.83;0.91;0.87
exampundit.in;0.79;0.66;0.83;0.87
slevomat.cz;1;0.98;1;0.93
osta.ee;0.88;0.84;1;0.6
tjvantoll.com;1;1;1;1
nextbigbrand.in;0.78;0.86;0.92;0.73
ruban.com;0.6;0.5;0.83;0.6
alo25.com;0.8;0.82;0.92;0.8
unocero.com;0.8;0.84;0.8;0.8
royalbrothers.com;0.8;0.97;1;0.8
dash.shorby.com;0.56;0.88;0.8;0.73
bphgbi.org;0.58;0.86;0.83;0.87
phimsex.root-shop.ru;0.98;0.65;0.75;0.87
livuchat.com;0.97;0.49;0.73;0.73
autofun.co.th;0.54;0.82;0.83;0.8
vienna-unwrapped.com;0.8;0.74;0.92;0.8
bandlab.com;0.89;0.96;0.91;0.87
kassellabs.io;0.74;0.96;1;0.87
chikiriki.ru;0.93;0.59;0.82;0.73
kantlyn.com;0.5;0.97;0.83;0.93
adobedownloadrussia.com;0.65;0.98;1;0.73
blackpeach.co.kr;0.43;0.79;0.67;0.6
themelooks.com;0.96;0.73;0.7;1
winwin.rs;0.83;0.78;0.82;0.73
severreal.org;0.9;0.77;0.92;0.87
nofusstutors.com;0.74;0.81;0.73;1
awwrated.com;0.44;0.82;1;0.93
reynwood.com;0.41;0.87;0.75;0.73
estibot.com;0.81;0.93;0.82;0.87
bigfm.de;0.82;0.75;1;0.8
sieh-an.de;0.77;0.64;1;0.93
thelatinahomemaker.com;0.91;0.95;1;0.94
aviationcv.com;0.82;0.78;0.73;0.73
freestar.com;0.64;0.86;0.92;1
hair.com;0.92;0.97;0.82;0.8
bestbride.org;0.91;0.74;0.92;0.8
nashvillesc.com;0.67;0.71;0.83;0.67
mokhtalefmusic.com;0.98;0.74;1;0.87
evanstonroundtable.com;0.96;0.98;1;1
taklope.com;0.73;0.48;0.92;0.73
phdportal.com;0.98;0.85;1;0.87
ashokleyland.com;0.65;0.83;0.9;0.93
paperchase.com;0.59;0.96;1;0.87
yeticycles.com;0.63;0.88;1;0.87
orwhateveryoudo.com;0.87;0.95;0.92;0.93
creativejuiz.fr;0.98;0.98;1;0.87
gadget-shot.com;0.73;0.6;0.6;1
mediaad.org;0.93;0.92;1;0.73
executivecentre.com;0.72;0.89;0.92;0.8
kassel.de;0.83;1;1;1
michelin.ru;0.48;0.53;0.91;0.6
tddomovoy.ru;0.52;0.73;0.75;0.67
pomponik.pl;0.81;0.74;0.91;0.67
grenchnertagblatt.ch;0.7;0.84;0.92;0.8
momenvy.co;0.98;0.95;1;1
demonews.com;0.64;0.86;0.83;0.8
rextie.com;0.91;0.9;1;0.73
bestasianbrides.com;1;0.97;1;1
sudinfo.be;0.87;0.73;0.83;0.73
serbianforum.org;0.96;0.9;1;1
nystudio107.com;0.98;0.94;1;0.93
takinmusic.ir;0.99;0.88;1;0.8
sportfito.ru;0.88;0.56;0.92;0.67
krasnoyarskmedia.ru;0.56;0.81;0.91;0.6
turismocity.com.ar;0.97;0.71;0.83;0.87
hiroyukisuzuki.com;0.68;0.8;0.91;0.73
murlok.io;0.71;0.72;1;0.93
truvisa.com;0.99;1;1;0.93
monamie.kz;0.22;0.78;0.83;0.8
boxingnewsandviews.com;0.82;0.8;1;0.93
eobuv.cz;0.76;0.79;0.82;0.73
shytok.net;0.99;0.78;0.73;0.8
bfu.ch;0.89;0.97;1;0.93
technode.com;0.96;0.88;0.92;1
gala.de;0.9;0.96;1;0.93
dailydeals.ai;0.83;0.77;0.82;0.87
short-biography.com;0.73;0.86;1;0.8
nocturnar.com;0.95;0.82;0.92;0.93
apkgk.com;1;1;1;0.93
dimaht.com;0.74;0.76;0.83;0.87
mebpersonel.com;0.74;0.7;0.92;0.73
bursonaudio.com;0.67;0.89;0.83;0.87
modiresabz.com;0.67;0.82;0.83;0.87
pricewise.nl;1;0.95;1;0.93
encazip.com;1;0.58;1;0.87
publicstorage.com;0.86;0.91;0.83;0.87
sportbible.com;0.81;0.91;1;0.8
atb.su;0.52;0.8;0.82;0.73
quodverum.com;0.89;0.88;0.91;0.8
c-and-a.com;0.86;0.71;0.92;0.73
serversupportforum.de;0.59;0.98;1;1
science-et-vie.com;0.91;0.57;0.83;0.67
psacard.com;0.67;0.98;0.83;0.93
dirt.com;0.97;0.9;0.92;0.73
fansubbers.gr;0.7;0.85;0.82;0.67
ponyfoo.com;0.96;0.94;1;0.67
aib.ru;0.88;1;1;0.87
game.es;0.51;0.64;0.82;0.87
1001tur.ru;0.27;0.67;0.75;0.67
karnameh.com;0.86;0.71;0.92;1
a-up.info;0.92;1;1;0.93
anwalt-seiten.de;0.94;0.8;0.83;1
bestlatinabrides.net;0.91;0.75;0.83;0.73
projectq.us;0.47;0.84;0.92;0.8
victorzhou.com;1;0.87;1;1
prepinsta.com;0.52;0.58;0.58;0.73
housinganywhere.com;0.78;0.81;0.92;0.8
weritas.at;0.76;1;0.91;1
teksteshqip.com;0.79;0.84;0.91;0.8
thunderjerseystore.com;0.89;0.88;1;0.93
scienzavegetariana.it;0.95;0.88;0.91;0.87
radioparadise.com;0.42;0.69;0.82;0.73
forums.mbclub.co.uk;0.89;0.73;0.83;0.93
sunshine-live.de;0.57;0.7;0.82;0.93
rouydad24.com;0.5;0.67;0.83;0.8
whats.bz;0.99;0.56;0.8;1
rensup.com;0.73;0.69;0.92;0.73
sinemalar.com;0.9;0.68;0.82;0.73
clearleft.com;0.99;1;1;1
donnons.org;0.83;0.98;1;1
gopaisa.com;0.32;0.8;0.82;0.73
betterexam.net;0.7;0.87;1;0.87
startpagina.nl;0.96;0.84;0.91;0.8
etos.nl;0.76;0.85;1;0.87
befunky.com;0.93;0.98;0.92;1
3654.ru;0.29;0.79;0.92;0.73
instaloadgram.com;1;0.98;1;0.8
double-rhyme.com;0.98;1;1;0.93
targetwoman.com;0.72;0.95;1;1
massaget.kz;0.61;0.57;0.92;0.8
canesinsight.com;0.39;0.89;0.82;0.8
voz.vn;0.63;0.98;1;0.8
zeno.fm;0.87;0.98;1;0.93
eobuwie.com.pl;0.74;0.81;0.82;0.73
tasteasianfood.com;0.92;0.95;1;0.93
ballwash.com;0.62;0.86;0.9;0.8
salongeek.com;0.81;0.88;0.83;0.8
efelerhaber.com;0.48;0.75;0.91;0.6
sportseraj.ir;0.46;0.7;0.83;0.8
pricekart.com;0.92;1;0.92;0.8
radiopanamericana.com;0.62;0.58;0.83;0.6
times24h.com;0.7;0.84;1;0.73
tnt-o.ru;0.98;0.81;1;0.73
xxxindianstories.com;1;0.95;0.92;0.93
fucd.pro;0.98;0.82;0.92;0.8
bananamoon.com;0.97;0.65;0.75;0.8
irsocial.net;0.74;0.7;0.92;0.87
wonderfulmind.co.kr;0.86;0.96;1;0.8
newonce.net;0.52;0.72;0.82;0.8
money.bg;0.74;0.89;0.92;0.8
cleanserve.pl;0.85;0.62;0.83;0.73
atmago.com;0.71;0.66;0.92;0.93
extratips.com;0.53;0.96;1;0.73
gms-bc.de;0.63;0.96;0.92;0.87
lockpickworld.com;0.84;0.77;0.75;0.67
ar.groupslinks.com;0.89;0.58;0.75;0.8
ipadforums.net;0.86;0.82;1;0.8
marketspace.company;0.86;0.84;0.89;0.87
5mmo.com;0.83;0.49;0.82;0.87
matlabnew.ir;0.65;0.73;0.83;0.73
gospodari.com;0.55;0.85;0.83;0.73
sccoa.com;0.84;0.88;1;0.93
jdb247.net;0.86;0.6;0.82;1
qtopa.com;0.99;0.97;1;0.87
doveecomemicuro.it;0.82;0.77;0.83;0.8
techlekh.com;0.8;0.72;0.83;0.73
wrestlingnewssource.com;0.7;0.88;1;0.73
heybit.io;0.37;0.77;0.83;0.73
bigblueswimschool.com;0.79;0.97;1;0.73
rsgoldfast.com;0.88;0.65;0.73;0.67
warshaonline.com;0.75;0.94;1;0.8
dekuip.nl;0.62;0.82;1;0.8
personalitydna.com;0.63;0.8;1;0.8
gujaratexclusive.in;0.67;0.52;0.83;0.73
vaush.gg;0.77;0.74;0.73;0.73
news.sbs.co.kr;0.81;0.86;0.92;0.73
tcs.com;0.87;0.88;0.83;0.8
mybeautybrides.net;1;0.93;0.92;0.93
shiza-project.com;0.75;0.85;1;1
carid.com;0.92;1;1;0.8
logaster.com.es;0.95;0.96;0.92;0.87
webmasterforum.com.tr;0.89;0.93;1;0.87
mugler.com;0.94;0.95;0.75;0.87
number1victimofcrime.com;0.96;0.88;1;0.93
kafegheymat.com;0.48;0.85;0.92;0.73
moyens.net;0.79;0.78;0.92;0.73
k-var.com;0.53;0.6;0.73;0.6
simplychocolate.com;0.75;0.81;0.92;0.8
sophiensaele.com;0.92;0.98;0.92;1
behindertenrechtskonvention.info;1;0.96;0.92;0.93
diariogol.com;0.99;0.78;1;0.8
m.anwap.pub;1;0.77;1;0.93
hi-fi.ru;0.55;0.7;0.92;0.8
lansi-uusimaa.fi;0.74;0.8;0.91;0.67
sensorsone.com;0.97;0.86;0.91;1
pornoente.tv;1;0.98;1;1
cableorganizer.com;0.74;0.94;0.92;0.8
ggmgastro.com;0.35;0.69;0.83;0.67
wagstermagic.com;0.99;0.99;1;1
betereschilder.nl;0.97;0.68;0.92;0.87
rivegauche.ru;0.2;0.73;0.83;0.73
ondemands.in;0.85;0.8;0.8;0.87
lokobasket.com;0.8;0.94;0.91;0.73
moorecountync.gov;0.93;0.96;0.82;0.67
moglix.com;0.67;0.62;0.83;0.67
vetsurgeon.org;0.8;0.83;0.91;0.73
golance.com;0.96;0.81;0.82;1
contourdetwern.nl;0.6;0.96;0.92;0.8
prusaprinters.org;0.69;0.86;1;0.87
thefamilybreeze.com;0.68;0.87;0.92;0.8
kramer.fr;0.74;0.87;0.75;0.87
swag.live;0.66;0.81;0.92;0.87
vidzi.ir;0.56;0.89;0.91;0.93
wingstuff.com;0.75;0.84;0.83;0.8
howmuchwillitsnow.com;0.9;0.98;1;0.93
xi.express;0.73;0.62;0.83;0.67
shopko.com;0.79;0.95;0.91;0.87
containerexchanger.com;0.47;0.96;0.91;0.73
netrition.com;0.69;0.9;0.92;1
kooshanic.com;0.79;0.73;0.75;0.93
hotter.com;0.68;0.84;0.92;0.73
jils.ir;1;0.69;0.64;0.93
russiawoman.org;0.99;0.97;0.92;1
chockbarhoum.com;0.96;0.82;0.91;1
mrbilit.com;0.78;0.65;0.82;0.93
shomavaeghtesad.com;0.54;0.9;1;0.53
xtralife.com;0.49;0.62;0.75;0.87
homedecoratione.com;0.94;0.75;0.92;0.73
mui.today;0.94;0.96;1;1
ancuong.com;0.45;0.97;1;0.93
p30afzar.com;0.88;0.83;1;0.87
torpedo7.co.nz;0.34;0.69;0.73;0.67
gaigoiso1.pro;0.67;0.86;0.73;0.87
estrid.com;0.62;0.75;0.92;0.87
walkingbritain.co.uk;0.89;0.84;0.91;0.8
finex.co.id;0.54;0.78;0.92;0.8
naijatechspot.net;0.68;0.78;0.92;0.87
gratka.pl;0.89;0.86;1;0.87
imanoor.com;0.89;0.82;0.91;0.8
faucetpay.io;0.85;0.85;0.8;0.8
shop.bigbazaar.com;0.21;0.79;0.64;0.73
teleprompter-online.com;0.95;0.87;1;0.87
fxf1.com;0.97;0.96;1;0.93
elpuertodesantamaria.es;0.82;0.79;0.73;0.8
hkmap.live;0.73;0.89;0.91;1
aturtleslifeforme.com;0.89;0.96;0.92;0.8
valr.com;0.43;0.66;0.82;0.87
amozeshfarsi.ir;0.81;0.75;0.75;0.87
ibs.it;0.76;0.73;0.83;0.8
vladivostok.lovikupon.ru;0.33;0.85;0.83;0.6
bultannews.com;0.71;0.69;0.91;0.67
jointherevolution.net;0.79;0.9;0.83;0.8
tecdiary.net;0.94;0.85;1;0.93
autowrecking.com;0.76;0.98;1;0.8
afyonkenthaber.com;0.74;0.7;0.92;0.67
citizensgbr.org;0.83;1;1;0.87
mercari.com;0.31;0.74;0.92;0.73
bag2bag.in;0.78;0.96;1;0.93
talk.reefbuilders.com;0.99;0.98;1;1
wpnovin.com;0.72;0.79;0.75;0.8
studymoose.com;1;0.51;0.75;0.81
tiomarkets.com;0.81;0.71;0.73;0.8
onlinealarmkur.com;1;0.84;1;0.93
enjoei.com.br;0.85;0.8;1;0.73
rtsautoparts.com;0.88;0.76;0.75;0.8
zarfino.com;0.45;0.79;0.92;0.6
searchmynewjob.com;0.74;0.84;0.9;0.67
ideco-ipo-nisa.com;0.86;0.86;1;0.93
office-forums.com;0.85;0.97;1;1
ustraa.com;0.58;0.67;0.82;0.73
acfun.cn;0.62;0.67;0.8;0.73
gabrieltanner.org;0.91;0.97;1;0.87
free-sample-packs.com;0.89;0.88;0.75;0.93
discountfilters.com;0.6;0.83;0.92;0.67
cloud.google.com;0.9;0.97;0.92;0.87
rccaraction.com;0.56;0.78;0.83;0.67
shakepleasure.com;0.51;0.73;0.8;0.87
cascoronavirus.fr;0.48;0.84;0.9;0.8
tin247.com;0.74;0.73;1;0.87
therake.com;0.78;0.81;0.91;1
ticket-regional.de;0.97;0.75;0.82;0.8
virtualo.pl;0.45;0.93;0.92;0.73
abchomeopathy.com;1;1;1;1
lofgames.com;0.59;0.87;1;0.8
maukerja.my;0.25;0.58;0.83;0.73
jfdb.jp;0.47;0.89;0.92;0.93
mystays.com;0.6;0.8;0.83;0.6
dilmil.co;0.56;0.91;0.91;0.87
shmaltzbrewing.com;0.98;0.9;0.91;1
xradio.zone;0.41;0.92;0.92;0.67
tipp24.com;0.82;0.69;0.83;0.87
japanesemailorderbride.net;0.83;0.7;0.83;0.73
flipermag.com;0.69;0.79;0.75;0.73
kir2kos.net;0.81;0.84;0.92;1
bagisto.com;0.96;0.97;1;0.93
luckypantsbingo.com;0.95;0.87;0.82;0.87
cwa1400.unioni.se;0.81;0.66;0.73;0.93
carlow.edu;0.94;0.99;1;0.93
rus-massage.com;0.94;0.77;0.92;0.8
form-publisher.com;0.95;0.96;1;1
vans.ca;0.53;0.97;1;0.8
mozzartbet.co.ke;0.29;0.79;0.64;0.73
aasapolska.pl;0.97;0.94;0.92;0.87
benessere360.com;0.93;0.84;1;0.93
terakeet.com;0.76;0.89;0.83;0.87
peliculasycortosgay.com;0.99;0.95;1;0.93
whatsappgroupsjoinlink.com;0.84;0.8;0.75;0.8
fouanalytics.com;0.85;0.82;0.9;0.8
travelio.com;0.68;0.57;0.83;0.73
impericon.com;0.75;0.9;0.92;0.93
creditloan.com;0.85;0.8;0.92;0.87
beepbox.co;1;0.86;0.91;1
autobazar.eu;0.9;0.89;1;0.8
storelink.io;0.07;0.85;0.9;0.8
rust-oleum.eu;0.96;0.87;0.92;0.8
darkside.ru;0.68;0.64;0.73;0.47
hulahop.pl;1;0.69;0.91;0.93
doonhorizon.in;0.68;0.77;0.83;0.67
bikeworld.ch;0.86;0.73;0.91;0.8
thriftyniftymommy.com;0.92;0.96;1;1
edgy.app;1;0.9;0.92;1
efinancemanagement.com;0.84;0.91;0.92;0.93
tuketicipostasi.com;0.68;0.73;0.92;0.73
gamedaim.com;0.8;0.86;0.83;1
surclaro.com;0.95;0.85;1;0.87
businesslive.co.za;0.69;0.75;0.92;0.8
phys.org;0.94;0.67;0.83;0.73
hifisentralen.no;0.68;0.77;0.9;0.8
blankapparel.com;0.93;0.98;1;1
hindimehelp.com;0.93;0.89;1;0.87
coolmod.com;0.53;0.78;0.82;0.67
key4biz.it;0.71;0.94;0.92;0.8
shoroukbookstores.com;0.94;0.81;0.83;0.6
widget.qobuz.com;1;1;0.8;1
journalism.co.uk;1;0.91;0.82;0.87
imagorelationships.org;0.57;0.93;0.83;1
pornomif.pro;0.91;0.83;0.92;0.53
pulshr.pl;0.88;0.61;0.82;0.8
blogonyourown.com;0.91;1;1;1
repost.com;0.74;0.92;0.82;1
minijoy.games;0.91;0.84;0.9;0.87
eresmama.com;0.84;0.96;1;0.87
clackesd.org;0.77;0.93;0.92;0.8
flarumtr.com;0.96;0.76;1;0.93
innfinity.in;0.73;0.86;0.83;0.67
akademicheskiy.org;0.42;0.61;1;0.53
wolfermans.com;0.79;0.83;0.92;0.73
shanlimusic.ir;0.86;0.65;0.75;0.8
noise.cash;0.55;0.72;0.82;0.87
reduno.com.bo;0.62;0.69;0.64;0.6
baziato.com;0.62;0.85;0.92;0.8
topvisor.com;0.98;0.75;0.82;0.8
applymagicsauce.com;0.82;0.9;0.82;0.87
poponik.com;0.66;0.96;0.92;0.93
pornodavid.com;1;0.98;1;1
cathares.org;0.5;0.79;0.82;0.6
travelmadmum.com;0.98;0.95;1;0.93
femininbio.com;0.57;0.87;1;0.8
mayday.de;0.98;0.86;0.73;0.93
progressive.org;0.76;0.6;0.82;0.8
maximonivel.com;0.69;0.94;0.83;0.8
toender.dk;0.93;0.91;0.91;0.93
banki.ru;0.85;0.65;0.92;0.8
dsmtuners.com;0.98;0.89;0.92;0.87
calciomercatoweb.it;0.99;0.88;1;0.87
java-forum.org;0.97;0.98;1;0.93
nnnow.com;0.62;0.75;0.82;0.73
medicardphils.com;0.35;0.78;0.82;0.87
familyfriendpoems.com;0.84;0.93;1;0.8
ki-news.ru;0.71;0.68;0.92;0.73
adultlove.in;0.56;0.92;0.91;0.87
ceneje.si;0.88;0.75;0.92;0.67
titsintops.com;0.66;0.96;0.92;0.8
property.ca;0.8;0.9;0.92;0.8
hiverhq.com;0.69;0.95;0.92;0.73
schrotundkorn.de;0.5;0.88;0.83;0.93
triboon.net;0.83;0.85;0.92;0.8
exactdata.com;0.9;0.89;1;0.93
iphone-market.com;0.72;0.63;0.91;0.87
nextseed.com;0.27;0.88;0.83;0.73
botsfordiscord.com;0.7;0.76;0.9;0.67
yusufsezer.com.tr;1;0.82;0.92;1
pestanacr7.com;0.86;0.81;0.83;0.73
satoshihero.com;0.97;0.87;0.92;0.87
avenir-suisse.ch;0.89;0.96;0.92;0.8
myiptvforum.com;0.64;0.75;0.83;0.73
laneros.com;0.89;0.83;0.91;0.87
salesmanago.pl;0.54;0.7;0.92;0.8
jackpotinteractivegames.com;0.96;0.99;0.91;0.93
theguidex.com;1;0.98;0.92;0.93
freshmeal.co.kr;0.62;0.67;0.75;0.73
kisskissbankbank.com;0.43;0.98;1;0.93
nrofweb.com;0.46;0.96;0.75;0.8
drumforum.org;0.78;0.98;0.83;0.87
zillet.io;0.42;0.86;0.9;1
gozefo.com;0.23;0.72;0.83;0.67
travelagu.com;0.94;0.84;1;0.87
urfadegisim.com;0.57;0.7;0.92;0.73
tejaratnews.com;0.71;0.88;0.92;0.73
libertyhouserestaurant.com;0.86;0.98;1;0.93
fashion.ie;0.86;0.83;1;0.8
aerotelegraph.com;0.7;0.78;0.92;0.73
afroic.com;0.86;0.73;0.91;0.93
imodern.ru;0.63;0.8;0.91;0.67
situsslot.8b.io;0.94;0.86;1;0.93
kenhub.com;0.97;0.84;0.83;1
noiiz.com;0.62;0.73;0.91;0.8
retail-loyalty.org;0.42;0.82;0.82;0.8
turkishliving.com;0.9;0.88;1;0.87
sodepami.vn;0.61;0.93;1;0.87
yuumari.com;0.84;0.95;0.91;1
sailingissues.com;0.87;1;0.91;0.93
ecosa.com.au;0.29;0.79;0.83;0.8
forestparkreview.com;0.94;0.87;1;0.93
jobsalert.pk;0.99;0.76;0.67;0.8
ducklings.io;0.27;0.85;0.91;0.93
altroconsumo.it;0.97;0.83;0.92;0.93
dashboard.perxtech.net;0.37;0.91;0.91;1
mxvice.com;0.91;0.77;0.92;0.73
edeeste.com.do;0.45;0.74;0.92;0.73
colway.pl;0.62;0.91;0.92;0.8
manelemp3.net;0.95;0.72;1;0.87
ozgurlukicin.com;0.88;0.86;1;0.8
aftenposten.no;0.76;0.78;1;0.8
dsmartgo.com.tr;0.75;0.88;0.82;0.73
grover.com;0.55;0.72;0.92;0.87
hentaitk.net;0.96;0.93;1;0.93
pawg.fans;0.89;0.93;0.83;0.93
onthisday.com;0.97;0.9;1;0.93
turborayan.com;0.43;0.72;0.91;0.8
perdigital.com;0.74;0.9;0.91;0.87
fidel.uk;0.94;0.84;0.91;0.93
theblaze.com;0.62;0.78;0.73;0.6
clinical-partners.co.uk;0.87;0.73;0.82;0.8
crocotube.com;0.93;0.77;0.83;0.73
158.69.0.212;0.85;0.86;1;0.8
pvpru.com;0.99;0.88;0.83;0.93
qc2.ca;0.76;0.87;1;0.87
bitno.net;0.82;0.8;0.92;0.93
koshishirai.com;0.78;1;0.92;1
turksatkablo.com.tr;0.92;0.81;1;0.8
benfukeji.com;0.55;0.45;0.82;0.87
makeupstore.ru;0.87;0.79;1;0.8
daggers.co.uk;0.53;0.81;0.82;0.93
homes-bg.com;0.68;0.97;1;0.93
dpgst.com;0.52;0.73;0.75;0.67
read2read.net;0.73;0.97;1;0.73
joomina.ir;0.86;0.61;0.83;0.53
curvefever.pro;0.7;0.72;0.73;0.93
tenlong.com.tw;0.41;0.72;0.92;0.8
cosmeticobs.com;0.66;0.85;0.91;0.87
9filmyzilla.site;0.86;0.8;0.92;0.87
fruitbouquets.com;0.68;0.81;0.92;0.8
poolticket.org;0.97;0.89;0.73;0.8
cloudera.com;0.55;0.66;0.75;0.67
stateofflorida.com;0.87;0.75;0.83;0.87
tennistv.com;0.85;0.78;1;0.73
webrtc.org;0.98;0.98;1;0.87
mainevent.com;0.61;0.88;0.83;0.8
deka.ua;0.69;0.78;0.75;0.73
nurun.com;0.68;0.82;0.9;0.87
sparwelt.de;0.95;0.81;0.92;0.8
murcia.com;0.6;0.74;0.91;0.73
army.ca;0.82;0.88;0.92;0.8
clasf.com.br;1;0.97;1;0.8
fabricahost.com.br;0.87;0.92;0.92;0.93
californiaunpublished.com;0.9;0.86;0.92;1
fiduciaire-topsana.ch;0.89;0.95;0.92;0.67
gentlemansgazette.com;0.96;0.86;1;0.93
scienceabc.com;0.99;0.92;1;0.93
natemat.pl;0.64;0.85;0.91;0.8
libero.it;0.97;0.65;0.92;0.87
grapedrop.com;1;0.97;1;0.87
team.mysatrapstage.com;0.76;0.67;0.73;0.8
mojeradical.com;0.81;0.81;0.92;0.87
hpbn.co;1;0.89;1;0.87
juad888.co;0.84;0.8;0.82;0.87
aviasales.ru;0.39;0.67;0.92;0.87
novavarna.net;0.78;0.86;1;0.67
stockagency.panthermedia.net;0.94;0.74;0.92;0.8
parismuseumpass.fr;0.89;0.86;0.92;0.87
vavilon.cc;0.62;0.93;0.92;0.8
twago.com;0.72;0.82;0.75;0.93
xxxpawn.pro;0.96;0.77;0.92;0.8
alfaleasing.ru;0.56;0.95;1;0.8
delfi.lv;0.73;0.51;0.83;0.67
corrieredellacalabria.it;0.62;0.88;0.83;0.8
tortoiseforum.org;0.77;0.95;0.92;0.8
daraje.com;0.76;0.83;0.83;0.8
vader.news;0.98;0.96;1;1
thefarmingforum.co.uk;0.67;0.96;1;0.73
elwatannews.com;0.65;0.77;0.83;0.67
inventsrl.it;0.63;0.76;0.92;0.67
emerald.widgetbot.io;0.89;0.57;0.64;0.8
vinyl-digital.com;0.99;0.94;0.91;0.8
bbk-iran.com;0.83;0.74;0.83;0.67
flaconi.de;0.72;0.74;1;0.67
abyss.com.au;0.59;0.79;0.82;0.8
smart-gsm.com;0.48;0.73;0.92;0.73
airpaz.com;0.73;0.73;0.83;0.93
tahtakaletoptancilari.com;0.91;0.82;0.83;0.8
shquared.de;0.83;0.86;0.91;0.87
mopesoft.ru;0.89;0.82;1;0.93
amagicalmess.com;1;0.98;0.92;1
statesidesports.com.au;0.42;0.91;0.92;0.87
proman-emploi.fr;0.72;0.95;1;0.87
pasttenses.com;1;0.96;0.91;0.93
thehowtohome.com;0.98;0.98;1;1
captainmorgan.com;0.56;0.83;0.91;0.8
topwomensmag.com;0.88;0.68;0.92;0.8
sportzbusiness.com;0.89;0.68;0.83;0.8
juliassimplysouthern.com;1;0.98;1;1
operaliege.be;0.56;0.93;0.83;0.73
nadachedom.ru;0.74;0.8;1;0.8
ambev.com.br;0.77;0.96;0.92;0.8
myetherwallet.com;0.23;0.84;0.91;0.8
localprofile.com;0.86;0.87;0.92;1
majorcineplex.com;0.55;0.7;0.73;0.67
raypeatforum.com;0.92;0.97;0.92;1
sgkhocasi.com;0.83;0.87;0.92;1
panel.eways.co;0.66;0.7;0.82;0.87
rimowa.com;0.7;0.88;0.91;0.87
edetsa.com;0.44;0.68;0.8;0.67
shamrockrovers.ie;0.52;0.89;0.83;0.67
bfm.ru;0.81;0.8;0.83;0.73
carbmanager.com;0.98;0.89;1;0.93
historia.id;0.65;0.89;0.92;0.73
carbuzz.com;0.88;0.61;0.75;0.93
azerishiq.az;0.47;0.93;0.83;0.87
dziennikzwiazkowy.com;0.35;0.85;0.75;0.67
yourweather.co.uk;1;0.84;1;0.8
midnite.com;0.61;0.7;0.73;0.87
chibekhoonam.net;0.67;0.8;0.92;0.67
ytrack.io;0.8;0.58;0.82;0.93
fontirani.ir;0.49;0.74;0.91;0.8
aklectures.com;0.61;0.97;0.91;0.93
jo.jeeran.com;0.65;0.73;0.92;0.8
dagbladet.no;0.98;1;1;0.87
wahananews.co;0.49;0.68;0.92;0.8
eif.co.uk;0.79;0.87;1;0.93
svetandroida.cz;0.87;0.82;0.92;0.73
frontpagelive.com;0.11;0.72;0.92;0.67
promoceny.pl;0.7;0.84;0.91;0.6
hellovivian.co.kr;0.56;0.58;0.64;0.73
christianpost.com;0.79;0.87;0.82;0.67
plants.com;0.79;0.83;0.92;0.73
dicklovett.co.uk;0.9;0.99;1;0.93
eatplant-based.com;1;0.95;0.92;0.93
zayo.com;0.37;0.67;0.73;0.67
babydestination.com;0.42;0.72;0.83;0.73
dronebelow.com;0.75;0.7;0.92;0.8
savorthebest.com;0.63;0.98;0.67;0.93
rtorr.com;1;0.98;1;1
direktno.hr;0.51;0.77;0.83;0.73
rainbowshops.com;0.82;1;0.92;0.8
lemonrock.com;0.99;1;0.91;0.93
totenart.com;0.78;0.83;0.83;0.67
rezat.ru;0.69;0.86;0.82;0.67
bigam.ru;0.7;0.76;0.92;0.73
firstrojgar.com;0.73;0.7;0.92;0.67
jetseo.ir;0.93;0.96;1;0.87
getform.com;0.97;0.95;1;1
e-konomista.pt;0.62;0.94;0.92;0.6
bigspaceship.com;0.99;0.77;1;1
okokorecepten.nl;0.8;0.61;0.91;0.67
fandogh.cloud;0.99;0.92;0.91;0.93
idealworld.tv;0.34;0.81;0.83;0.67
eightforums.com;0.92;0.88;1;0.87
petlove.com.br;0.5;0.89;0.75;0.8
footwearnews.com;0.6;0.69;0.67;0.67
yurtgazetesi.com.tr;0.77;0.77;1;0.67
structube.com;0.86;0.88;1;0.93
macdonaldhotels.co.uk;0.97;0.92;0.83;0.67
dazedayz.com;0.67;1;0.92;0.67
magerta.ir;0.92;0.86;0.92;0.93
askmea2z.com;0.88;0.97;0.92;0.87
babyboom.pl;0.98;0.86;1;0.93
wall-art.de;0.86;0.68;0.83;0.87
ixir.gen.tr;0.75;0.82;0.92;0.87
popimusic.ir;0.99;0.92;1;0.87
geekaygames.com;0.71;0.89;0.92;0.67
termokit.ru;0.76;0.8;0.73;0.8
fabulousthunderbirds.com;1;0.93;0.82;1
audleytravel.com;0.99;0.95;1;0.8
mosalasonline.com;0.89;0.78;0.92;0.67
thegrove.co.uk;0.98;0.81;1;0.8
ghostweb.com;0.92;0.99;1;1
xn--12c3bpr6bsv7c.com;0.83;0.75;0.83;0.8
kowloonbuilding.com;0.99;0.91;0.82;1
gutscheinbuch.de;0.93;0.8;0.82;0.87
80s80s.de;0.62;0.7;0.82;0.93
